,Unnamed: 0,Start_Base,End_Base,Event,Respon_Pitcher,runner_id,runner_name,pitcher_id,pitcher_name,batter_id,batter_name,pitch_hand,credit,credit_id,homeScore,awayScore,inning,isTopInning,Date,Action,Base,Year,Current_Year,Sprint
7163,56,1B,,Caught Stealing 2B,,673490,Ha-Seong Kim,666200,Jesús Luzardo,665487,Fernando Tatis Jr.,L,Nick Fortes,663743,0,3,6,False,2023-08-22,Caught,2B,2023,2024,29.8
7164,32,1B,2B,Stolen Base 2B,,682998,Corbin Carroll,592351,Jon Gray,606466,Ketel Marte,R,Jonah Heim,641680,3,0,2,False,2023-08-22,Stolen,2B,2023,2024,29.8
7165,69,1B,2B,Stolen Base 2B,,502054,Tommy Pham,681982,Grant Anderson,677950,Alek Thomas,R,Jonah Heim,641680,5,0,5,False,2023-08-22,Stolen,2B,2023,2024,29.8
7166,51,1B,2B,Stolen Base 2B,,671221,Drew Waters,663687,Hogan Harris,664728,Kyle Isbel,L,Shea Langeliers,669127,5,2,4,True,2023-08-22,Stolen,2B,2023,2024,29.8
7167,87,1B,2B,Stolen Base 2B,,680869,Zack Gelof,425844,Zack Greinke,542208,Carlos Pérez,R,Salvador Perez,521692,5,4,7,False,2023-08-22,Stolen,2B,2023,2024,29.8
7168,3,1B,2B,Stolen Base 2B,,682829,Elly De La Cruz,608337,Lucas Giolito,668715,Spencer Steer,R,Logan O'Hoppe,681351,0,1,1,True,2023-08-22,Stolen,2B,2023,2024,29.8
7169,12,1B,2B,Stolen Base 2B,,666181,Will Benson,608337,Lucas Giolito,663886,Tyler Stephenson,R,Logan O'Hoppe,681351,0,1,2,True,2023-08-22,Stolen,2B,2023,2024,29.8
7170,56,1B,2B,Stolen Base 2B,,682622,Noelvi Marte,608337,Lucas Giolito,666181,Will Benson,R,Logan O'Hoppe,681351,3,4,6,True,2023-08-22,Stolen,2B,2023,2024,29.8
7171,65,1B,,Caught Stealing 2B,,682829,Elly De La Cruz,667755,José Soriano,668715,Spencer Steer,R,Logan O'Hoppe,681351,3,4,7,True,2023-08-22,Caught,2B,2023,2024,29.8
7172,83,1B,,Caught Stealing 2B,,666160,Mickey Moniak,664747,Alexis Díaz,545341,Randal Grichuk,R,Tyler Stephenson,663886,3,4,9,False,2023-08-22,Caught,2B,2023,2024,29.8
7173,67,1B,2B,Stolen Base 2B,,668930,Brice Turang,571670,Dylan Floro,605119,Brian Anderson,R,Christian Vázquez,543877,7,3,6,False,2023-08-22,Stolen,2B,2023,2024,29.8
7174,96,1B,,Caught Stealing 2B,,676609,José Caballero,669424,Jimmy Lambert,668942,Josh Rojas,R,Yasmani Grandal,518735,2,6,7,True,2023-08-22,Caught,2B,2023,2024,29.8
7175,86,1B,2B,Stolen Base 2B,,676801,Chas McCormick,661440,Mauricio Llovera,643289,Mauricio Dubón,R,Connor Wong,657136,5,0,7,False,2023-08-22,Stolen,2B,2023,2024,29.8
7176,7,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,656731,Tylor Megill,621566,Matt Olson,R,Francisco Alvarez,682626,0,0,1,False,2023-08-22,Stolen,2B,2023,2024,29.8
7177,34,1B,2B,Stolen Base 2B,,596019,Francisco Lindor,693821,Bryce Elder,643446,Jeff McNeil,R,Travis d'Arnaud,518595,2,0,4,True,2023-08-22,Stolen,2B,2023,2024,29.8
7178,48,1B,2B,Stolen Base 2B,,660670,Ronald Acuña Jr.,656731,Tylor Megill,671739,Michael Harris II,R,Francisco Alvarez,682626,2,0,4,False,2023-08-22,Stolen,2B,2023,2024,29.8
7179,81,1B,2B,Stolen Base 2B,,643446,Jeff McNeil,621345,A.J. Minter,624413,Pete Alonso,L,Travis d'Arnaud,518595,3,2,8,True,2023-08-22,Stolen,2B,2023,2024,29.8
7180,1,1B,2B,Stolen Base 2B,,605141,Mookie Betts,592789,Noah Syndergaard,518692,Freddie Freeman,R,Bo Naylor,666310,0,0,1,True,2023-08-22,Stolen,2B,2023,2024,29.8
7181,18,1B,2B,Stolen Base 2B,,605141,Mookie Betts,592789,Noah Syndergaard,518692,Freddie Freeman,R,Bo Naylor,666310,0,3,3,True,2023-08-22,Stolen,2B,2023,2024,29.8
7182,21,1B,2B,Stolen Base 2B,,518692,Freddie Freeman,592789,Noah Syndergaard,669257,Will Smith,R,Bo Naylor,666310,0,3,3,True,2023-08-22,Stolen,2B,2023,2024,29.8
7183,35,1B,2B,Stolen Base 2B,,665926,Andrés Giménez,676272,Bobby Miller,672356,Gabriel Arias,R,Will Smith,669257,2,3,4,False,2023-08-22,Stolen,2B,2023,2024,29.8
7184,60,1B,2B,Stolen Base 2B,,686823,Will Brennan,676272,Bobby Miller,666310,Bo Naylor,R,Will Smith,669257,2,3,7,False,2023-08-22,Stolen,2B,2023,2024,29.8
7185,37,1B,,Caught Stealing 2B,,683011,Anthony Volpe,680686,Josiah Gray,677592,Everson Pereira,R,Riley Adams,656180,1,1,4,False,2023-08-22,Caught,2B,2023,2024,29.8
7186,9,1B,2B,Stolen Base 2B,,683002,Gunnar Henderson,579328,Yusei Kikuchi,669720,Austin Hays,L,Danny Jansen,643376,1,0,1,False,2023-08-22,Stolen,2B,2023,2024,29.8
7187,58,2B,3B,Stolen Base 3B,,622761,Jorge Mateo,579328,Yusei Kikuchi,683002,Gunnar Henderson,L,Danny Jansen,643376,2,3,5,False,2023-08-22,Stolen,3B,2023,2024,29.8
7188,60,1B,2B,Stolen Base 2B,,668939,Adley Rutschman,579328,Yusei Kikuchi,683002,Gunnar Henderson,L,Danny Jansen,643376,2,3,5,False,2023-08-22,Stolen,2B,2023,2024,29.8
7189,85,1B,2B,Stolen Base 2B,,662139,Daulton Varsho,666974,Yennier Cano,656305,Matt Chapman,R,James McCann,543510,3,3,8,True,2023-08-22,Stolen,2B,2023,2024,29.8
7190,95,1B,2B,Stolen Base 2B,,669016,Brandon Marsh,666808,Camilo Doval,656941,Kyle Schwarber,R,Patrick Bailey,672275,2,3,9,False,2023-08-22,Stolen,2B,2023,2024,29.8
7191,54,1B,2B,Stolen Base 2B,,686668,Brenton Doyle,641793,Zack Littell,453568,Charlie Blackmon,R,René Pinto,650907,3,2,5,True,2023-08-22,Stolen,2B,2023,2024,29.8
7192,93,1B,2B,Stolen Base 2B,,656716,Zach McKinstry,621016,Jose Cuas,663837,Matt Vierling,R,Miguel Amaya,665804,7,6,8,False,2023-08-22,Stolen,2B,2023,2024,29.8
7193,108,1B,2B,Stolen Base 2B,,663611,Nick Madrigal,656638,Alex Lange,664023,Ian Happ,R,Jake Rogers,668670,8,6,9,True,2023-08-22,Stolen,2B,2023,2024,29.8
7194,33,1B,2B,Stolen Base 2B,,682829,Elly De La Cruz,672282,Reid Detmers,668715,Spencer Steer,L,Matt Thaiss,642136,1,1,3,True,2023-08-21,Stolen,2B,2023,2024,29.8
7195,46,1B,2B,Stolen Base 2B,,666181,Will Benson,672282,Reid Detmers,682622,Noelvi Marte,L,Matt Thaiss,642136,1,3,4,True,2023-08-21,Stolen,2B,2023,2024,29.8
7196,50,1B,2B,Stolen Base 2B,,680574,Matt McLain,672282,Reid Detmers,682829,Elly De La Cruz,L,Matt Thaiss,642136,1,4,4,True,2023-08-21,Stolen,2B,2023,2024,29.8
7197,58,1B,2B,Stolen Base 2B,,670770,TJ Friedl,672282,Reid Detmers,663886,Tyler Stephenson,L,Matt Thaiss,642136,1,4,5,True,2023-08-21,Stolen,2B,2023,2024,29.8
7198,11,2B,3B,Stolen Base 3B,,673490,Ha-Seong Kim,677960,Ryan Weathers,592518,Manny Machado,L,Nick Fortes,663743,1,0,1,False,2023-08-21,Stolen,3B,2023,2024,29.8
7199,12,1B,2B,Stolen Base 2B,,665487,Fernando Tatis Jr.,677960,Ryan Weathers,592518,Manny Machado,L,Nick Fortes,663743,1,0,1,False,2023-08-21,Stolen,2B,2023,2024,29.8
7200,21,1B,2B,Stolen Base 2B,,543760,Marcus Semien,677944,Slade Cecconi,663993,Nathaniel Lowe,R,Gabriel Moreno,672515,0,0,3,True,2023-08-21,Stolen,2B,2023,2024,29.8
7201,84,1B,2B,Stolen Base 2B,,608369,Corey Seager,656464,Kevin Ginkel,663993,Nathaniel Lowe,R,Gabriel Moreno,672515,1,3,11,True,2023-08-21,Stolen,2B,2023,2024,29.8
7202,10,2B,3B,Stolen Base 3B,,665923,Esteury Ruiz,656353,Tucker Davidson,649557,Aledmys Díaz,L,Freddy Fermin,666023,0,0,1,False,2023-08-21,Stolen,3B,2023,2024,29.8
7203,23,1B,2B,Stolen Base 2B,,669392,Samad Taylor,621112,Paul Blackburn,664728,Kyle Isbel,R,Shea Langeliers,669127,1,1,3,True,2023-08-21,Stolen,2B,2023,2024,29.8
7204,80,1B,,Caught Stealing 2B,,686681,Michael Massey,666204,Dany Jiménez,521692,Salvador Perez,R,Shea Langeliers,669127,4,4,8,True,2023-08-21,Caught,2B,2023,2024,29.8
7205,18,1B,2B,Stolen Base 2B,,687799,Cade Marlowe,657053,Touki Toussaint,645801,Mike Ford,R,Yasmani Grandal,518735,0,4,1,True,2023-08-21,Stolen,2B,2023,2024,29.8
7206,47,1B,2B,Stolen Base 2B,,678894,Liover Peguero,680723,Drew Rom,669261,Jack Suwinski,L,Andrew Knizner,668800,4,0,3,False,2023-08-21,Stolen,2B,2023,2024,29.8
7207,25,2B,3B,Stolen Base 3B,,643217,Andrew Benintendi,623167,Chris Flexen,660162,Yoán Moncada,R,Austin Wynns,642851,0,2,3,True,2023-08-20,Stolen,3B,2023,2024,29.8
7208,66,1B,2B,Stolen Base 2B,,605612,Harold Castro,543766,Bryan Shaw,669911,Michael Toglia,R,Carlos Pérez,656024,5,2,5,False,2023-08-20,Stolen,2B,2023,2024,29.8
7209,80,1B,2B,Stolen Base 2B,,668930,Brice Turang,519293,Will Smith,621438,Tyrone Taylor,L,Mitch Garver,641598,1,5,8,True,2023-08-20,Stolen,2B,2023,2024,29.8
7210,2,1B,2B,Stolen Base 2B,,677951,Bobby Witt Jr.,543294,Kyle Hendricks,686681,Michael Massey,R,Miguel Amaya,665804,0,1,1,True,2023-08-20,Stolen,2B,2023,2024,29.8
7211,6,1B,2B,Stolen Base 2B,,686681,Michael Massey,543294,Kyle Hendricks,676369,Nelson Velázquez,R,Miguel Amaya,665804,0,1,1,True,2023-08-20,Stolen,2B,2023,2024,29.8
7212,18,1B,2B,Stolen Base 2B,,622110,Matt Duffy,543294,Kyle Hendricks,607461,Matt Beaty,R,Miguel Amaya,665804,2,1,2,True,2023-08-20,Stolen,2B,2023,2024,29.8
7213,4,1B,2B,Stolen Base 2B,,669242,Tommy Edman,471911,Carlos Carrasco,676475,Alec Burleson,R,Omar Narváez,553882,0,0,1,False,2023-08-20,Stolen,2B,2023,2024,29.8
7214,66,1B,2B,Stolen Base 2B,,669242,Tommy Edman,656322,Sam Coonrod,641933,Tyler O'Neill,R,Omar Narváez,553882,3,2,6,False,2023-08-20,Stolen,2B,2023,2024,29.8
7215,58,1B,2B,Stolen Base 2B,,668731,Akil Baddoo,660853,Enyel De Los Santos,663837,Matt Vierling,R,Zack Collins,641470,1,4,7,True,2023-08-20,Stolen,2B,2023,2024,29.8
7216,11,1B,2B,Stolen Base 2B,,680776,Jarren Duran,657376,Clarke Schmidt,596115,Trevor Story,R,Kyle Higashioka,543309,0,1,2,True,2023-08-20,Stolen,2B,2023,2024,29.8
7217,52,1B,2B,Stolen Base 2B,,641343,Jake Bauers,601713,Nick Pivetta,643396,Isiah Kiner-Falefa,R,Reese McGuire,624512,2,2,6,False,2023-08-20,Stolen,2B,2023,2024,29.8
7218,87,1B,2B,Stolen Base 2B,,622569,Pablo Reyes,605280,Clay Holmes,657077,Alex Verdugo,R,Kyle Higashioka,543309,5,5,9,True,2023-08-20,Stolen,2B,2023,2024,29.8
7219,12,1B,2B,Stolen Base 2B,,663586,Austin Riley,596001,Jakob Junis,621566,Matt Olson,R,Patrick Bailey,672275,0,0,1,False,2023-08-20,Stolen,2B,2023,2024,29.8
7220,80,2B,3B,Stolen Base 3B,,660670,Ronald Acuña Jr.,666808,Camilo Doval,621566,Matt Olson,R,Patrick Bailey,672275,3,3,8,False,2023-08-20,Stolen,3B,2023,2024,29.8
7221,14,1B,2B,Stolen Base 2B,,514888,Jose Altuve,676106,Emerson Hancock,608324,Alex Bregman,R,Brian O'Keefe,657247,0,2,1,False,2023-08-20,Stolen,2B,2023,2024,29.8
7222,19,1B,2B,Stolen Base 2B,,668942,Josh Rojas,686613,Hunter Brown,677594,Julio Rodríguez,R,Yainer Diaz,673237,0,2,2,True,2023-08-20,Stolen,2B,2023,2024,29.8
7223,35,1B,2B,Stolen Base 2B,,668942,Josh Rojas,686613,Hunter Brown,657247,Brian O'Keefe,R,Yainer Diaz,673237,0,6,3,True,2023-08-20,Stolen,2B,2023,2024,29.8
7224,104,1B,,Caught Stealing 2B,,676801,Chas McCormick,623437,Justin Topa,572138,Jon Singleton,R,Brian O'Keefe,657247,6,7,7,False,2023-08-20,Caught,2B,2023,2024,29.8
7225,5,1B,,Caught Stealing 2B,,665923,Esteury Ruiz,608344,Cole Irvin,680869,Zack Gelof,L,James McCann,543510,0,0,1,False,2023-08-19,Caught,2B,2023,2024,29.8
7226,98,1B,2B,Stolen Base 2B,,669720,Austin Hays,661309,Adrián Martínez,543510,James McCann,R,Shea Langeliers,669127,2,7,10,True,2023-08-19,Stolen,2B,2023,2024,29.8
7227,6,3B,score,Stolen Base Home,"{'id': 607536, 'link': '/api/v1/people/607536'}",462101,Elvis Andrus,607536,Kyle Freeland,660162,Yoán Moncada,L,Elias Díaz,553869,0,1,1,True,2023-08-19,Stolen,Home,2023,2024,29.8
7228,113,1B,2B,Stolen Base 2B,,666134,Nolan Jones,682010,Lane Ramsey,553869,Elias Díaz,R,Carlos Pérez,656024,9,5,8,False,2023-08-19,Stolen,2B,2023,2024,29.8
7229,6,1B,2B,Stolen Base 2B,,643446,Jeff McNeil,571945,Miles Mikolas,624413,Pete Alonso,R,Andrew Knizner,668800,0,1,1,True,2023-08-19,Stolen,2B,2023,2024,29.8
7230,7,3B,score,Stolen Base Home,"{'id': 571945, 'link': '/api/v1/people/571945'}",596019,Francisco Lindor,571945,Miles Mikolas,624413,Pete Alonso,R,Andrew Knizner,668800,0,1,1,True,2023-08-19,Stolen,Home,2023,2024,29.8
7231,23,1B,,Caught Stealing 2B,,607043,Brandon Nimmo,571945,Miles Mikolas,596019,Francisco Lindor,R,Andrew Knizner,668800,0,1,3,True,2023-08-19,Caught,2B,2023,2024,29.8
7232,5,1B,2B,Stolen Base 2B,,593871,Jorge Polanco,656605,Mitch Keller,621043,Carlos Correa,R,Jason Delay,641511,0,0,1,False,2023-08-19,Stolen,2B,2023,2024,29.8
7233,1,1B,2B,Stolen Base 2B,,677594,Julio Rodríguez,664285,Framber Valdez,553993,Eugenio Suárez,L,Martín Maldonado,455117,0,1,1,True,2023-08-19,Stolen,2B,2023,2024,29.8
7234,59,1B,2B,Stolen Base 2B,,676609,José Caballero,664285,Framber Valdez,687799,Cade Marlowe,L,Martín Maldonado,455117,2,6,5,True,2023-08-19,Stolen,2B,2023,2024,29.8
7235,89,1B,2B,Stolen Base 2B,,656716,Zach McKinstry,675916,James Karinchak,668670,Jake Rogers,R,Bo Naylor,666310,3,4,9,True,2023-08-19,Stolen,2B,2023,2024,29.8
7236,88,1B,2B,Stolen Base 2B,,662139,Daulton Varsho,571882,Derek Law,666182,Bo Bichette,R,Tyler Stephenson,663886,3,4,9,True,2023-08-19,Stolen,2B,2023,2024,29.8
7237,96,2B,3B,Stolen Base 3B,,682622,Noelvi Marte,605447,Jordan Romano,592656,Henry Ramos,R,Alejandro Kirk,672386,3,4,9,False,2023-08-19,Stolen,3B,2023,2024,29.8
7238,97,1B,2B,Stolen Base 2B,,687952,Christian Encarnacion-Strand,605447,Jordan Romano,592656,Henry Ramos,R,Alejandro Kirk,672386,3,4,9,False,2023-08-19,Stolen,2B,2023,2024,29.8
7239,32,1B,2B,Stolen Base 2B,,666160,Mickey Moniak,607192,Tyler Glasnow,650859,Luis Rengifo,R,René Pinto,650907,2,2,2,False,2023-08-19,Stolen,2B,2023,2024,29.8
7240,88,1B,2B,Stolen Base 2B,,623205,Andrew Velazquez,607192,Tyler Glasnow,694384,Nolan Schanuel,R,René Pinto,650907,7,6,6,False,2023-08-19,Stolen,2B,2023,2024,29.8
7241,2,1B,,Caught Stealing 2B,,682998,Corbin Carroll,506433,Yu Darvish,502054,Tommy Pham,R,Gary Sánchez,596142,0,0,1,True,2023-08-19,Caught,2B,2023,2024,29.8
7242,82,1B,2B,Stolen Base 2B,,677950,Alek Thomas,605130,Scott Barlow,607054,Jace Peterson,R,Luis Campusano,669134,3,6,8,True,2023-08-19,Stolen,2B,2023,2024,29.8
7243,71,2B,3B,Stolen Base 3B,,665862,Jazz Chisholm Jr.,660813,Brusdar Graterol,660821,Jesús Sánchez,R,Will Smith,669257,3,1,9,True,2023-08-19,Stolen,3B,2023,2024,29.8
7244,72,1B,2B,Stolen Base 2B,,541645,Avisaíl García,660813,Brusdar Graterol,660821,Jesús Sánchez,R,Will Smith,669257,3,1,9,True,2023-08-19,Stolen,2B,2023,2024,29.8
7245,6,1B,2B,Stolen Base 2B,,663538,Nico Hoerner,663903,Brady Singer,664023,Ian Happ,R,Freddy Fermin,666023,0,0,1,False,2023-08-19,Stolen,2B,2023,2024,29.8
7246,56,2B,3B,Stolen Base 3B,,663538,Nico Hoerner,663903,Brady Singer,621020,Dansby Swanson,R,Freddy Fermin,666023,6,1,4,False,2023-08-19,Stolen,3B,2023,2024,29.8
7247,57,1B,2B,Stolen Base 2B,,664023,Ian Happ,663903,Brady Singer,621020,Dansby Swanson,R,Freddy Fermin,666023,6,1,4,False,2023-08-19,Stolen,2B,2023,2024,29.8
7248,68,1B,2B,Stolen Base 2B,,677951,Bobby Witt Jr.,657006,Justin Steele,686681,Michael Massey,L,Yan Gomes,543228,6,1,6,True,2023-08-19,Stolen,2B,2023,2024,29.8
7249,89,1B,2B,Stolen Base 2B,,677951,Bobby Witt Jr.,657240,Julian Merryweather,686681,Michael Massey,R,Yan Gomes,543228,6,3,7,True,2023-08-19,Stolen,2B,2023,2024,29.8
7250,36,1B,2B,Stolen Base 2B,,622569,Pablo Reyes,543037,Gerrit Cole,657136,Connor Wong,R,Ben Rortvedt,666163,0,6,4,True,2023-08-19,Stolen,2B,2023,2024,29.8
7251,6,1B,,Caught Stealing 2B,,673490,Ha-Seong Kim,694297,Brandon Pfaadt,665487,Fernando Tatis Jr.,R,Gabriel Moreno,672515,0,0,1,False,2023-08-18,Caught,2B,2023,2024,29.8
7252,36,3B,,Caught Stealing Home,,672515,Gabriel Moreno,607625,Seth Lugo,606466,Ketel Marte,R,Gary Sánchez,596142,0,0,5,True,2023-08-18,Caught,Home,2023,2024,29.8
7253,37,1B,2B,Caught Stealing Home,,682998,Corbin Carroll,607625,Seth Lugo,606466,Ketel Marte,R,Gary Sánchez,596142,0,0,5,True,2023-08-18,Caught,Home,2023,2024,29.8
7254,65,1B,2B,Stolen Base 2B,,656811,Ryan O'Hearn,666205,Kyle Muller,669720,Austin Hays,L,Shea Langeliers,669127,2,7,5,True,2023-08-18,Stolen,2B,2023,2024,29.8
7255,108,1B,2B,Stolen Base 2B,,623205,Andrew Velazquez,664126,Pete Fairbanks,545341,Randal Grichuk,R,René Pinto,650907,6,6,9,False,2023-08-18,Stolen,2B,2023,2024,29.8
7256,22,1B,2B,Stolen Base 2B,,686668,Brenton Doyle,656629,Michael Kopech,453568,Charlie Blackmon,R,Carlos Pérez,656024,5,1,2,False,2023-08-18,Stolen,2B,2023,2024,29.8
7257,56,1B,2B,Stolen Base 2B,,553869,Elias Díaz,641703,Brent Honeywell,595777,Jurickson Profar,R,Carlos Pérez,656024,9,1,5,False,2023-08-18,Stolen,2B,2023,2024,29.8
7258,94,1B,2B,Stolen Base 2B,,656669,Jordan Luplow,670990,Yohan Ramírez,668904,Royce Lewis,R,Endy Rodríguez,682848,5,1,8,False,2023-08-18,Stolen,2B,2023,2024,29.8
7259,1,1B,2B,Stolen Base 2B,,677594,Julio Rodríguez,641585,J.P. France,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,0,1,True,2023-08-18,Stolen,2B,2023,2024,29.8
7260,74,1B,2B,Stolen Base 2B,,677594,Julio Rodríguez,664353,José Urquidy,553993,Eugenio Suárez,R,Martín Maldonado,455117,0,2,9,True,2023-08-18,Stolen,2B,2023,2024,29.8
7261,7,1B,2B,Stolen Base 2B,,543760,Marcus Semien,605540,Brandon Woodruff,663993,Nathaniel Lowe,R,William Contreras,661388,0,0,1,False,2023-08-18,Stolen,2B,2023,2024,29.8
7262,56,1B,2B,Stolen Base 2B,,668930,Brice Turang,608717,Chris Stratton,621438,Tyrone Taylor,R,Jonah Heim,641680,3,3,6,True,2023-08-18,Stolen,2B,2023,2024,29.8
7263,62,1B,2B,Stolen Base 2B,,666969,Adolis García,665625,Elvis Peguero,641598,Mitch Garver,R,William Contreras,661388,4,3,6,False,2023-08-18,Stolen,2B,2023,2024,29.8
7264,98,1B,,Caught Stealing 2B,,592192,Mark Canha,681982,Grant Anderson,642715,Willy Adames,R,Jonah Heim,641680,4,9,8,True,2023-08-18,Caught,2B,2023,2024,29.8
7265,68,1B,2B,Stolen Base 2B,,671739,Michael Harris II,518397,Scott Alexander,663586,Austin Riley,L,Patrick Bailey,672275,4,0,6,False,2023-08-18,Stolen,2B,2023,2024,29.8
7266,38,1B,2B,Stolen Base 2B,,679032,Johan Rojas,672851,Joan Adon,656941,Kyle Schwarber,R,Keibert Ruiz,660688,1,6,4,True,2023-08-18,Stolen,2B,2023,2024,29.8
7267,2,1B,2B,Stolen Base 2B,,593160,Whit Merrifield,664028,Brett Kennedy,665489,Vladimir Guerrero Jr.,R,Tyler Stephenson,663886,0,0,1,True,2023-08-18,Stolen,2B,2023,2024,29.8
7268,58,1B,2B,Stolen Base 2B,,595879,Javier Báez,680704,Nick Sandlin,656716,Zach McKinstry,R,Bo Naylor,666310,0,1,7,True,2023-08-18,Stolen,2B,2023,2024,29.8
7269,92,1B,,Caught Stealing 2B,,672356,Gabriel Arias,542585,José Cisnero,666310,Bo Naylor,R,Eric Haase,606992,4,1,8,False,2023-08-18,Caught,2B,2023,2024,29.8
7270,70,1B,2B,Stolen Base 2B,,679529,Spencer Torkelson,675916,James Karinchak,681481,Kerry Carpenter,R,Bo Naylor,666310,1,3,8,True,2023-08-18,Stolen,2B,2023,2024,29.8
7271,13,2B,,Caught Stealing 3B,,669004,MJ Melendez,592791,Jameson Taillon,666023,Freddy Fermin,R,Yan Gomes,543228,0,0,2,True,2023-08-18,Caught,3B,2023,2024,29.8
7272,20,1B,2B,Stolen Base 2B,,671221,Drew Waters,592791,Jameson Taillon,676369,Nelson Velázquez,R,Yan Gomes,543228,0,0,3,True,2023-08-18,Stolen,2B,2023,2024,29.8
7273,55,3B,,Caught Stealing Home,,666624,Christopher Morel,666142,Cole Ragans,664023,Ian Happ,L,Freddy Fermin,666023,3,2,4,False,2023-08-18,Caught,Home,2023,2024,29.8
7274,58,1B,2B,Stolen Base 2B,,595879,Javier Báez,680704,Nick Sandlin,656716,Zach McKinstry,R,Bo Naylor,666310,0,1,7,True,2023-08-17,Stolen,2B,2023,2024,29.8
7275,92,1B,,Caught Stealing 2B,,672356,Gabriel Arias,542585,José Cisnero,666310,Bo Naylor,R,Eric Haase,606992,4,1,8,False,2023-08-17,Caught,2B,2023,2024,29.8
7276,13,1B,2B,Stolen Base 2B,,686217,Sal Frelick,458681,Lance Lynn,642715,Willy Adames,R,Austin Barnes,605131,0,0,2,True,2023-08-17,Stolen,2B,2023,2024,29.8
7277,32,1B,2B,Stolen Base 2B,,686217,Sal Frelick,458681,Lance Lynn,642715,Willy Adames,R,Austin Barnes,605131,0,0,4,True,2023-08-17,Stolen,2B,2023,2024,29.8
7278,76,1B,2B,Stolen Base 2B,,686217,Sal Frelick,623465,Evan Phillips,642715,Willy Adames,R,Austin Barnes,605131,1,0,9,True,2023-08-17,Stolen,2B,2023,2024,29.8
7279,24,1B,2B,Stolen Base 2B,,669023,Jeter Downs,519242,Chris Sale,657041,Lane Thomas,L,Connor Wong,657136,0,1,3,False,2023-08-17,Stolen,2B,2023,2024,29.8
7280,104,1B,2B,Stolen Base 2B,,682928,CJ Abrams,661440,Mauricio Llovera,657041,Lane Thomas,R,Connor Wong,657136,9,7,8,False,2023-08-17,Stolen,2B,2023,2024,29.8
7281,106,2B,3B,Stolen Base 3B,,682928,CJ Abrams,661440,Mauricio Llovera,608841,Joey Meneses,R,Connor Wong,657136,9,7,8,False,2023-08-17,Stolen,3B,2023,2024,29.8
7282,58,1B,2B,Stolen Base 2B,,687799,Cade Marlowe,666721,Max Castillo,686527,Dominic Canzone,R,Freddy Fermin,666023,1,1,6,True,2023-08-17,Stolen,2B,2023,2024,29.8
7283,69,1B,2B,Stolen Base 2B,,665487,Fernando Tatis Jr.,672335,Cionel Pérez,665742,Juan Soto,L,James McCann,543510,5,2,7,False,2023-08-16,Stolen,2B,2023,2024,29.8
7284,71,3B,score,Stolen Base Home,"{'id': 660261, 'link': '/api/v1/people/660261'}",665487,Fernando Tatis Jr.,672335,Cionel Pérez,665742,Juan Soto,L,James McCann,543510,5,2,7,False,2023-08-16,Stolen,Home,2023,2024,29.8
7285,73,1B,,Caught Stealing 2B,,665742,Juan Soto,672335,Cionel Pérez,592518,Manny Machado,L,James McCann,543510,5,2,7,False,2023-08-16,Caught,2B,2023,2024,29.8
7286,20,2B,3B,Stolen Base 3B,,676609,José Caballero,679525,Alec Marsh,668942,Josh Rojas,R,Salvador Perez,521692,1,3,2,True,2023-08-16,Stolen,3B,2023,2024,29.8
7287,67,1B,2B,Stolen Base 2B,,677594,Julio Rodríguez,679525,Alec Marsh,553993,Eugenio Suárez,R,Salvador Perez,521692,3,4,6,True,2023-08-16,Stolen,2B,2023,2024,29.8
7288,70,2B,3B,Stolen Base 3B,,677594,Julio Rodríguez,679525,Alec Marsh,606192,Teoscar Hernández,R,Salvador Perez,521692,3,4,6,True,2023-08-16,Stolen,3B,2023,2024,29.8
7289,95,1B,2B,Stolen Base 2B,,664238,Dylan Moore,669395,Dylan Coleman,553993,Eugenio Suárez,R,Salvador Perez,521692,4,4,8,True,2023-08-16,Stolen,2B,2023,2024,29.8
7290,108,1B,2B,Stolen Base 2B,,680118,Dairon Blanco,642100,Gabe Speier,671221,Drew Waters,L,Cal Raleigh,663728,4,5,8,False,2023-08-16,Stolen,2B,2023,2024,29.8
7291,53,1B,,Caught Stealing 2B,,500871,Eduardo Escobar,592351,Jon Gray,545341,Randal Grichuk,R,Mitch Garver,641598,0,1,7,True,2023-08-16,Caught,2B,2023,2024,29.8
7292,16,1B,2B,Stolen Base 2B,,624415,Cavan Biggio,605400,Aaron Nola,672386,Alejandro Kirk,R,J.T. Realmuto,592663,0,1,2,False,2023-08-16,Stolen,2B,2023,2024,29.8
7293,34,1B,2B,Stolen Base 2B,,543807,George Springer,605400,Aaron Nola,624415,Cavan Biggio,R,J.T. Realmuto,592663,4,2,3,False,2023-08-16,Stolen,2B,2023,2024,29.8
7294,40,1B,2B,Stolen Base 2B,,682928,CJ Abrams,572020,James Paxton,657041,Lane Thomas,L,Connor Wong,657136,2,0,5,False,2023-08-16,Stolen,2B,2023,2024,29.8
7295,2,2B,3B,Stolen Base 3B,,680869,Zack Gelof,669461,Matthew Liberatore,542208,Carlos Pérez,L,Andrew Knizner,668800,0,1,1,True,2023-08-16,Stolen,3B,2023,2024,29.8
